0.0,-0.7831180668989262,0.0,-2.337087881827121,0.0,1.5566860976499282,0.7679758900724416,0.0,0.6200000000059261,0.9266665303952206,1.1023469963803134,0,-0.1,0,0,0,0,0,0,0
-0.009999885153783984,-0.7831164518193865,0.0,-2.3370878769133636,-3.450215076909596e-06,1.5566774864920854,0.7679768080840828,-5.50099423527739e-07,0.6230672989488348,0.9266496247267205,1.1023457406785155,1,-0.1,0,0,0,0,0,0,0
-0.01999983899331383,-0.7831146328555625,0.0,-2.337087867987169,-7.346914081692302e-06,1.5566677807473062,0.7679778324831515,-1.0979883826021594e-06,0.6261343719858586,0.9266018395498827,1.1023443274189124,2,-0.1,0,0,0,0,0,0,0
-0.02999979285045396,-0.7831128139425898,0.0,-2.3370878590604307,-1.1243474777026667e-05,1.556658075324846,0.7679788568233082,-1.5910712734831105e-06,0.6292007959684294,0.9265233788679113,1.1023429142338008,3,-0.1,0,0,0,0,0,0,0.1
-0.03999974707012045,-0.7831109952444577,0.0,-2.3370878501200583,-1.513959069095086e-05,1.5566483710940309,0.7679798809918534,0.0039979652941934405,0.6322662641504583,0.9264142510419532,1.1023415012566262,4,-0.1,0,0,0,0,0,0,0.1
-0.04999970077166811,-0.7831091769705454,8.673617379884036e-21,-2.3370878412121874,-1.9032810081024003e-05,1.5566386693345329,0.7679809046981296,0.007597566396244305,0.6353304690627309,0.926274467613413,1.1023400886431733,5,-0.1,0.1,0,0,0,0,0,0.1
-0.059999654025841835,-0.7731075944146332,1.734723475976807e-20,-2.337087833730866,-2.241850309036855e-05,1.556630225599121,0.7679817958000603,0.010837284530747011,0.6384876348690888,0.9276794669794536,1.0992643795807435,6,-0.1,0.1,0,0,0,0,0,0.1
-0.06999961270799065,-0.7631057964413288,1.734723475976807e-20,-2.3370878252848324,-2.6258467057677925e-05,1.5566206317648976,0.7679828017822251,0.013752960273008406,0.6416723494625431,0.9290208032028282,1.0961729119394183,7,-0.1,0.1,0,0,0,0,0,0.1
-0.07999957769388844,-0.7531040012255357,1.734723475976807e-20,-2.3370878171433547,-3.0085020280213592e-05,1.5566110520065894,0.7679838000090097,0.01637706912810348,0.6448832496415347,0.9302981565516192,1.0930661644706479,8,-0.1,0.1,0,0,0,0,0,0.1
-0.08999954760524737,-0.7431022090364385,1.734723475976807e-20,-2.337087809362417,-3.389741666208659e-05,1.5566014878115952,0.7679847904146218,0.018738767618291192,0.6481190499370497,0.9315110168960635,1.0899444482175564,9,-0.1,0.1,0,0,0,0,0,0.1
